n,m,tau_a,tau_b,rho_a,rho_b,a_accepts,b_accepts,both_accept,p_a,p_b,bin_a,asym_difficulty
7.0,9.0,1.0,5.0,0.0,0.4444444444444444,4782969.0,1817344.0,1817344.0,0.3799614841743695,1.0,"(0.35, 0.4]",-0.6200385158256305
7.0,9.0,2.0,2.0,1.0,0.6666666666666666,128.0,3882417.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.1111111111111111,1.0,3959426.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,0.2222222222222222,0.7777777777777777,850809.0,32805.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.7777777777777777,0.3333333333333333,3264.0,4781568.0,2892.0,0.8860294117647058,0.0006048225184709284,"(0.85, 0.9]",0.8854245892462349
7.0,9.0,2.0,6.0,0.6666666666666666,0.5555555555555556,36192.0,828873.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,0.0,0.5555555555555556,0.0,228272.0,4782969.0,228272.0,1.0,0.04772600449637035,"(0.95, 1.0]",0.9522739955036297
7.0,9.0,3.0,0.0,0.8888888888888888,0.8888888888888888,2187.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.4444444444444444,0.2222222222222222,228272.0,4267344.0,127232.0,0.5573701549029229,0.029815266826391313,"(0.55, 0.6]",0.5275548880765315
7.0,9.0,1.0,5.0,0.0,0.5555555555555556,4782969.0,1817344.0,1817344.0,0.3799614841743695,1.0,"(0.35, 0.4]",-0.6200385158256305
7.0,9.0,2.0,2.0,1.0,0.7777777777777777,128.0,2470629.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.2222222222222222,0.0,2312340.0,4782969.0,2312340.0,1.0,0.4834528511474777,"(0.95, 1.0]",0.5165471488525223
7.0,9.0,1.0,6.0,0.2222222222222222,0.8888888888888888,850809.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.7777777777777777,0.4444444444444444,3264.0,4763648.0,2122.0,0.6501225490196079,0.000445456927128117,"(0.65, 0.7]",0.6496770920924797
7.0,9.0,2.0,6.0,0.6666666666666666,0.6666666666666666,36192.0,216513.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,0.0,0.5555555555555556,0.1111111111111111,228272.0,4782841.0,228144.0,0.9994392654377234,0.047700519419315836,"(0.95, 1.0]",0.9517387460184076
7.0,9.0,3.0,0.0,0.8888888888888888,1.0,2187.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.4444444444444444,0.3333333333333333,228272.0,3217344.0,35840.0,0.15700567743744304,0.011139623242028208,"(0.15, 0.2]",0.14586605419541482
7.0,9.0,1.0,5.0,0.0,0.6666666666666666,4782969.0,697344.0,697344.0,0.14579730707014826,1.0,"(0.1, 0.15]",-0.8542026929298517
7.0,9.0,2.0,2.0,1.0,0.8888888888888888,128.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,0.2222222222222222,1.0,850809.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.2222222222222222,0.1111111111111111,2312340.0,4766585.0,2296980.0,0.9933573782402242,0.4818921722784761,"(0.95, 1.0]",0.5114652059617482
7.0,9.0,2.0,1.0,0.7777777777777777,0.5555555555555556,3264.0,4763648.0,2122.0,0.6501225490196079,0.000445456927128117,"(0.65, 0.7]",0.6496770920924797
7.0,9.0,2.0,0.0,0.5555555555555556,0.2222222222222222,228272.0,4779705.0,225008.0,0.9857012686619472,0.047075708647290986,"(0.95, 1.0]",0.9386255600146562
7.0,9.0,3.0,0.0,1.0,0.0,2187.0,4782969.0,2187.0,1.0,0.00045724737082761767,"(0.95, 1.0]",0.9995427526291724
7.0,9.0,2.0,6.0,0.6666666666666666,0.7777777777777777,36192.0,32805.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.4444444444444444,0.4444444444444444,228272.0,1817344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,2.0,1.0,1.0,128.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.0,0.7777777777777777,4782969.0,159744.0,159744.0,0.03339850206012207,1.0,"(-0.001, 0.05]",-0.9666014979398779
7.0,9.0,1.0,6.0,0.3333333333333333,0.0,162681.0,4782969.0,162681.0,1.0,0.03401255579954626,"(0.95, 1.0]",0.9659874442004537
7.0,9.0,2.0,4.0,0.2222222222222222,0.2222222222222222,2312340.0,4623225.0,2169300.0,0.9381405848620876,0.4692179160650845,"(0.9, 0.95]",0.4689226687970031
7.0,9.0,2.0,1.0,0.7777777777777777,0.6666666666666666,3264.0,4620288.0,1107.0,0.3391544117647059,0.00023959545378989365,"(0.3, 0.35]",0.338914816310916
7.0,9.0,2.0,0.0,0.5555555555555556,0.3333333333333333,228272.0,4746777.0,192080.0,0.8414523025162963,0.04046535154274153,"(0.8, 0.85]",0.8009869509735548
7.0,9.0,3.0,0.0,1.0,0.1111111111111111,2187.0,4780782.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.6666666666666666,0.8888888888888888,36192.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.4444444444444444,0.5555555555555556,228272.0,1817344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.0,0.0,4782969.0,4782969.0,4782969.0,1.0,1.0,"(0.95, 1.0]",0.0
7.0,9.0,1.0,5.0,0.0,0.8888888888888888,4782969.0,16384.0,16384.0,0.003425487390781751,1.0,"(-0.001, 0.05]",-0.9965745126092183
7.0,9.0,1.0,6.0,0.3333333333333333,0.1111111111111111,162681.0,4503033.0,135870.0,0.8351928006343703,0.03017299673353493,"(0.8, 0.85]",0.8050198039008354
7.0,9.0,2.0,4.0,0.2222222222222222,0.3333333333333333,2312340.0,4085625.0,1732500.0,0.7492410285684631,0.4240477283157412,"(0.7, 0.75]",0.32519330025272186
7.0,9.0,2.0,1.0,0.7777777777777777,0.7777777777777777,3264.0,3932160.0,351.0,0.10753676470588236,8.9263916015625e-05,"(0.1, 0.15]",0.10744750078986673
7.0,9.0,2.0,0.0,0.5555555555555556,0.4444444444444444,228272.0,4554697.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,1.0,0.2222222222222222,2187.0,4750164.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.6666666666666666,1.0,36192.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.4444444444444444,0.6666666666666666,228272.0,697344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.0,0.1111111111111111,4782969.0,4780782.0,4780782.0,0.9995427526291724,1.0,"(0.95, 1.0]",-0.00045724737082764033
7.0,9.0,1.0,5.0,0.0,1.0,4782969.0,16384.0,16384.0,0.003425487390781751,1.0,"(-0.001, 0.05]",-0.9965745126092183
7.0,9.0,2.0,4.0,0.2222222222222222,0.4444444444444444,2312340.0,2965625.0,962500.0,0.4162450158713684,0.3245521601685985,"(0.4, 0.45]",0.09169285570276992
7.0,9.0,1.0,6.0,0.3333333333333333,0.2222222222222222,162681.0,3523257.0,74844.0,0.460066018772936,0.021242844334092008,"(0.45, 0.5]",0.438823174438844
7.0,9.0,2.0,1.0,0.7777777777777777,0.8888888888888888,3264.0,2097152.0,50.0,0.01531862745098039,2.384185791015625e-05,"(-0.001, 0.05]",0.015294785593070234
7.0,9.0,2.0,0.0,0.5555555555555556,0.5555555555555556,228272.0,4554697.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.4444444444444444,0.7777777777777777,228272.0,159744.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,1.0,0.3333333333333333,2187.0,4566456.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.7777777777777777,0.0,3264.0,4782969.0,3264.0,1.0,0.0006824213161323019,"(0.95, 1.0]",0.9993175786838677
7.0,9.0,2.0,3.0,0.0,0.2222222222222222,4782969.0,4750164.0,4750164.0,0.9931412894375856,1.0,"(0.95, 1.0]",-0.006858710562414383
7.0,9.0,1.0,5.0,0.1111111111111111,0.0,2685817.0,4782969.0,2685817.0,1.0,0.5615376139799358,"(0.95, 1.0]",0.43846238602006415
7.0,9.0,1.0,6.0,0.3333333333333333,0.3333333333333333,162681.0,2053593.0,22680.0,0.13941394508270788,0.011044057902417859,"(0.1, 0.15]",0.12836988718029002
7.0,9.0,2.0,4.0,0.2222222222222222,0.5555555555555556,2312340.0,2965625.0,962500.0,0.4162450158713684,0.3245521601685985,"(0.4, 0.45]",0.09169285570276992
7.0,9.0,2.0,1.0,0.7777777777777777,1.0,3264.0,2097152.0,50.0,0.01531862745098039,2.384185791015625e-05,"(-0.001, 0.05]",0.015294785593070234
7.0,9.0,2.0,0.0,0.5555555555555556,0.6666666666666666,228272.0,3882417.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.7777777777777777,0.1111111111111111,3264.0,4503033.0,1344.0,0.4117647058823529,0.00029846550091904716,"(0.4, 0.45]",0.41146624038143387
7.0,9.0,2.0,5.0,0.4444444444444444,0.8888888888888888,228272.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,1.0,0.4444444444444444,2187.0,3954096.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.0,0.3333333333333333,4782969.0,4566456.0,4566456.0,0.9547325102880658,1.0,"(0.95, 1.0]",-0.04526748971193417
7.0,9.0,1.0,5.0,0.1111111111111111,0.1111111111111111,2685817.0,4704844.0,2624076.0,0.9770122089479664,0.5577392151578245,"(0.95, 1.0]",0.4192729937901418
7.0,9.0,2.0,4.0,0.2222222222222222,0.6666666666666666,2312340.0,1565625.0,262500.0,0.11352136796491866,0.16766467065868262,"(0.1, 0.15]",-0.05414330269376397
7.0,9.0,1.0,6.0,0.3333333333333333,0.4444444444444444,162681.0,828873.0,2835.0,0.017426743135338485,0.0034203068503860057,"(-0.001, 0.05]",0.014006436284952479
7.0,9.0,2.0,1.0,0.8888888888888888,0.0,128.0,4782969.0,128.0,1.0,2.676162024048243e-05,"(0.95, 1.0]",0.9999732383797595
7.0,9.0,2.0,0.0,0.5555555555555556,0.7777777777777777,228272.0,2470629.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.7777777777777777,0.2222222222222222,3264.0,3523257.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.4444444444444444,1.0,228272.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,1.0,0.5555555555555556,2187.0,3954096.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.0,0.4444444444444444,4782969.0,3954096.0,3954096.0,0.8267032464563329,1.0,"(0.8, 0.85]",-0.17329675354366714
7.0,9.0,2.0,4.0,0.2222222222222222,0.7777777777777777,2312340.0,515625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.1111111111111111,0.2222222222222222,2685817.0,4267344.0,2301264.0,0.8568208481813914,0.5392731403889632,"(0.85, 0.9]",0.31754770779242814
7.0,9.0,1.0,6.0,0.3333333333333333,0.5555555555555556,162681.0,828873.0,2835.0,0.017426743135338485,0.0034203068503860057,"(-0.001, 0.05]",0.014006436284952479
7.0,9.0,2.0,1.0,0.8888888888888888,0.1111111111111111,128.0,4782968.0,127.0,0.9921875,2.6552550633832387e-05,"(0.95, 1.0]",0.9921609474493661
7.0,9.0,2.0,0.0,0.5555555555555556,0.8888888888888888,228272.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.7777777777777777,0.3333333333333333,3264.0,2053593.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.5555555555555556,0.0,228272.0,4782969.0,228272.0,1.0,0.04772600449637035,"(0.95, 1.0]",0.9522739955036297
7.0,9.0,3.0,0.0,1.0,0.6666666666666666,2187.0,2729376.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.0,0.5555555555555556,4782969.0,3954096.0,3954096.0,0.8267032464563329,1.0,"(0.8, 0.85]",-0.17329675354366714
7.0,9.0,1.0,5.0,0.1111111111111111,0.3333333333333333,2685817.0,3217344.0,1595328.0,0.5939823897160529,0.4958524795607806,"(0.55, 0.6]",0.09812991015527228
7.0,9.0,1.0,6.0,0.3333333333333333,0.6666666666666666,162681.0,216513.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.2222222222222222,0.8888888888888888,2312340.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.8888888888888888,0.2222222222222222,128.0,4782912.0,120.0,0.9375,2.5089317971980248e-05,"(0.9, 0.95]",0.937474910682028
7.0,9.0,2.0,0.0,0.5555555555555556,1.0,228272.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,0.0,1.0,0.7777777777777777,2187.0,1259712.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.7777777777777777,0.4444444444444444,3264.0,828873.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.5555555555555556,0.1111111111111111,228272.0,4704844.0,205632.0,0.9008200742973296,0.043706443826830386,"(0.9, 0.95]",0.8571136304704992
7.0,9.0,2.0,3.0,0.0,0.6666666666666666,4782969.0,2729376.0,2729376.0,0.5706447187928669,1.0,"(0.55, 0.6]",-0.42935528120713307
7.0,9.0,1.0,5.0,0.1111111111111111,0.4444444444444444,2685817.0,1817344.0,768768.0,0.2862324573863372,0.42301732638399775,"(0.25, 0.3]",-0.13678486899766057
7.0,9.0,1.0,6.0,0.3333333333333333,0.7777777777777777,162681.0,32805.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.2222222222222222,1.0,2312340.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,0.8888888888888888,0.3333333333333333,128.0,4781568.0,99.0,0.7734375,2.070450530035336e-05,"(0.75, 0.8]",0.7734167954946997
7.0,9.0,2.0,6.0,0.7777777777777777,0.5555555555555556,3264.0,828873.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.5555555555555556,0.2222222222222222,228272.0,4267344.0,127232.0,0.5573701549029229,0.029815266826391313,"(0.55, 0.6]",0.5275548880765315
7.0,9.0,3.0,0.0,1.0,0.8888888888888888,2187.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,0.0,0.6666666666666666,0.0,36192.0,4782969.0,36192.0,1.0,0.007566848122996407,"(0.95, 1.0]",0.9924331518770035
7.0,9.0,2.0,3.0,0.0,0.7777777777777777,4782969.0,1259712.0,1259712.0,0.26337448559670784,1.0,"(0.25, 0.3]",-0.7366255144032922
7.0,9.0,1.0,5.0,0.1111111111111111,0.5555555555555556,2685817.0,1817344.0,768768.0,0.2862324573863372,0.42301732638399775,"(0.25, 0.3]",-0.13678486899766057
7.0,9.0,1.0,6.0,0.3333333333333333,0.8888888888888888,162681.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.3333333333333333,0.0,900552.0,4782969.0,900552.0,1.0,0.1882830518031792,"(0.95, 1.0]",0.8117169481968208
7.0,9.0,2.0,1.0,0.8888888888888888,0.4444444444444444,128.0,4763648.0,64.0,0.5,1.3435081685296647e-05,"(0.45, 0.5]",0.4999865649183147
7.0,9.0,2.0,6.0,0.7777777777777777,0.6666666666666666,3264.0,216513.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.5555555555555556,0.3333333333333333,228272.0,3217344.0,35840.0,0.15700567743744304,0.011139623242028208,"(0.15, 0.2]",0.14586605419541482
7.0,9.0,3.0,0.0,1.0,1.0,2187.0,279936.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,0.0,0.6666666666666666,0.1111111111111111,36192.0,4782841.0,36064.0,0.9964633068081344,0.007540288293087728,"(0.95, 1.0]",0.9889230185150467
7.0,9.0,2.0,3.0,0.0,0.8888888888888888,4782969.0,279936.0,279936.0,0.058527663465935076,1.0,"(0.05, 0.1]",-0.9414723365340649
7.0,9.0,1.0,6.0,0.3333333333333333,1.0,162681.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.3333333333333333,0.1111111111111111,900552.0,4766585.0,887880.0,0.9859286304399968,0.18627172283720944,"(0.95, 1.0]",0.7996569076027873
7.0,9.0,1.0,5.0,0.1111111111111111,0.6666666666666666,2685817.0,697344.0,222208.0,0.08273385714663359,0.3186490455212922,"(0.05, 0.1]",-0.2359151883746586
7.0,9.0,2.0,1.0,0.8888888888888888,0.5555555555555556,128.0,4763648.0,64.0,0.5,1.3435081685296647e-05,"(0.45, 0.5]",0.4999865649183147
7.0,9.0,2.0,5.0,0.5555555555555556,0.4444444444444444,228272.0,1817344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.7777777777777777,0.7777777777777777,3264.0,32805.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,1.0,0.0,0.0,4782969.0,4782969.0,4782969.0,1.0,1.0,"(0.95, 1.0]",0.0
7.0,9.0,2.0,0.0,0.6666666666666666,0.2222222222222222,36192.0,4779705.0,32928.0,0.9098143236074272,0.006889128094725512,"(0.9, 0.95]",0.9029251955127017
7.0,9.0,2.0,3.0,0.0,1.0,4782969.0,279936.0,279936.0,0.058527663465935076,1.0,"(0.05, 0.1]",-0.9414723365340649
7.0,9.0,1.0,6.0,0.4444444444444444,0.0,19321.0,4782969.0,19321.0,1.0,0.0040395411302059465,"(0.95, 1.0]",0.995960458869794
7.0,9.0,1.0,5.0,0.1111111111111111,0.7777777777777777,2685817.0,159744.0,28672.0,0.010675336406017238,0.1794871794871795,"(-0.001, 0.05]",-0.16881184308116226
7.0,9.0,2.0,4.0,0.3333333333333333,0.2222222222222222,900552.0,4623225.0,793800.0,0.8814593715854276,0.17169832746621674,"(0.85, 0.9]",0.7097610441192109
7.0,9.0,2.0,1.0,0.8888888888888888,0.6666666666666666,128.0,4620288.0,29.0,0.2265625,6.276665004432624e-06,"(0.2, 0.25]",0.22655622333499556
7.0,9.0,2.0,6.0,0.7777777777777777,0.8888888888888888,3264.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.5555555555555556,0.5555555555555556,228272.0,1817344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,1.0,0.0,0.1111111111111111,4782969.0,4782968.0,4782968.0,0.999999790924842,1.0,"(0.95, 1.0]",-2.0907515796420029e-07
7.0,9.0,2.0,0.0,0.6666666666666666,0.3333333333333333,36192.0,4746777.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.1111111111111111,0.0,3959426.0,4782969.0,3959426.0,1.0,0.8278176170491592,"(0.95, 1.0]",0.17218238295084076
7.0,9.0,1.0,5.0,0.1111111111111111,0.8888888888888888,2685817.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,0.4444444444444444,0.1111111111111111,19321.0,4503033.0,14385.0,0.7445266808136225,0.003194513564524177,"(0.7, 0.75]",0.7413321672490983
7.0,9.0,2.0,4.0,0.3333333333333333,0.3333333333333333,900552.0,4085625.0,525000.0,0.582975774858087,0.12849931161083067,"(0.55, 0.6]",0.4544764632472564
7.0,9.0,2.0,1.0,0.8888888888888888,0.7777777777777777,128.0,3932160.0,8.0,0.0625,2.0345052083333333e-06,"(0.05, 0.1]",0.06249796549479167
7.0,9.0,2.0,5.0,0.5555555555555556,0.6666666666666666,228272.0,697344.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.7777777777777777,1.0,3264.0,2187.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,1.0,0.0,0.2222222222222222,4782969.0,4782912.0,4782912.0,0.9999880827159868,1.0,"(0.95, 1.0]",-1.1917284013174267e-05
7.0,9.0,2.0,0.0,0.6666666666666666,0.4444444444444444,36192.0,4554697.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.1111111111111111,1.0,2685817.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,0.4444444444444444,0.2222222222222222,19321.0,3523257.0,5859.0,0.30324517364525644,0.0016629499352445762,"(0.3, 0.35]",0.30158222371001187
7.0,9.0,2.0,3.0,0.1111111111111111,0.1111111111111111,3959426.0,4780782.0,3957240.0,0.9994478997713304,0.8277390602625261,"(0.95, 1.0]",0.17170883950880433
7.0,9.0,2.0,4.0,0.3333333333333333,0.4444444444444444,900552.0,2965625.0,175000.0,0.19432525828602898,0.05900948366701793,"(0.15, 0.2]",0.13531577461901106
7.0,9.0,2.0,1.0,0.8888888888888888,0.8888888888888888,128.0,2097152.0,1.0,0.0078125,4.76837158203125e-07,"(-0.001, 0.05]",0.007812023162841797
7.0,9.0,2.0,5.0,0.5555555555555556,0.7777777777777777,228272.0,159744.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,1.0,0.0,0.3333333333333333,4782969.0,4781568.0,4781568.0,0.9997070857034616,1.0,"(0.95, 1.0]",-0.0002929142965384379
7.0,9.0,2.0,6.0,0.8888888888888888,0.0,128.0,4782969.0,128.0,1.0,2.676162024048243e-05,"(0.95, 1.0]",0.9999732383797595
7.0,9.0,2.0,0.0,0.6666666666666666,0.5555555555555556,36192.0,4554697.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.2222222222222222,0.0,850809.0,4782969.0,850809.0,1.0,0.1778830262123798,"(0.95, 1.0]",0.8221169737876202
7.0,9.0,2.0,3.0,0.1111111111111111,0.2222222222222222,3959426.0,4750164.0,3926664.0,0.991725568302072,0.8266375645135621,"(0.95, 1.0]",0.16508800378850996
7.0,9.0,1.0,6.0,0.4444444444444444,0.3333333333333333,19321.0,2053593.0,945.0,0.04891051187826717,0.00046016907926741085,"(-0.001, 0.05]",0.04845034279899976
7.0,9.0,2.0,4.0,0.3333333333333333,0.5555555555555556,900552.0,2965625.0,175000.0,0.19432525828602898,0.05900948366701793,"(0.15, 0.2]",0.13531577461901106
7.0,9.0,2.0,1.0,0.8888888888888888,1.0,128.0,2097152.0,1.0,0.0078125,4.76837158203125e-07,"(-0.001, 0.05]",0.007812023162841797
7.0,9.0,2.0,5.0,0.5555555555555556,0.8888888888888888,228272.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,6.0,0.8888888888888888,0.1111111111111111,128.0,4503033.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,1.0,0.0,0.4444444444444444,4782969.0,4763648.0,4763648.0,0.995960458869794,1.0,"(0.95, 1.0]",-0.0040395411302059925
7.0,9.0,2.0,0.0,0.6666666666666666,0.6666666666666666,36192.0,3882417.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.1111111111111111,0.3333333333333333,3959426.0,4566456.0,3743712.0,0.9455188706645862,0.8198287687432004,"(0.9, 0.95]",0.12569010192138574
7.0,9.0,2.0,4.0,0.3333333333333333,0.6666666666666666,900552.0,1565625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.2222222222222222,0.1111111111111111,850809.0,4704844.0,817740.0,0.9611322870350456,0.17380810075743214,"(0.95, 1.0]",0.7873241862776135
7.0,9.0,1.0,6.0,0.4444444444444444,0.4444444444444444,19321.0,828873.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,1.0,1.0,0.0,128.0,4782969.0,128.0,1.0,2.676162024048243e-05,"(0.95, 1.0]",0.9999732383797595
7.0,9.0,2.0,6.0,0.8888888888888888,0.2222222222222222,128.0,3523257.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,5.0,0.5555555555555556,1.0,228272.0,16384.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,3.0,1.0,0.0,0.5555555555555556,4782969.0,4763648.0,4763648.0,0.995960458869794,1.0,"(0.95, 1.0]",-0.0040395411302059925
7.0,9.0,2.0,0.0,0.6666666666666666,0.7777777777777777,36192.0,2470629.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.3333333333333333,0.7777777777777777,900552.0,515625.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.2222222222222222,0.2222222222222222,850809.0,4267344.0,666960.0,0.7839127230671044,0.15629393833728894,"(0.75, 0.8]",0.6276187847298154
7.0,9.0,1.0,6.0,0.4444444444444444,0.5555555555555556,19321.0,828873.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,3.0,0.1111111111111111,0.4444444444444444,3959426.0,3954096.0,3138912.0,0.7927694569869471,0.7938380858734841,"(0.75, 0.8]",-0.0010686288865370264
7.0,9.0,2.0,1.0,1.0,0.1111111111111111,128.0,4782968.0,127.0,0.9921875,2.6552550633832387e-05,"(0.95, 1.0]",0.9921609474493661
7.0,9.0,2.0,5.0,0.6666666666666666,0.0,36192.0,4782969.0,36192.0,1.0,0.007566848122996407,"(0.95, 1.0]",0.9924331518770035
7.0,9.0,3.0,1.0,0.0,0.6666666666666666,4782969.0,4620288.0,4620288.0,0.9659874442004536,1.0,"(0.95, 1.0]",-0.03401255579954643
7.0,9.0,2.0,6.0,0.8888888888888888,0.3333333333333333,128.0,2053593.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,0.0,0.6666666666666666,0.8888888888888888,36192.0,823543.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,6.0,0.4444444444444444,0.6666666666666666,19321.0,216513.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,2.0,4.0,0.3333333333333333,0.8888888888888888,900552.0,78125.0,0.0,0.0,0.0,"(-0.001, 0.05]",0.0
7.0,9.0,1.0,5.0,0.2222222222222222,0.3333333333333333,850809.0,3217344.0,391104.0,0.4596848411335564,0.1215611386286328,"(0.45, 0.5]",0.33812370250492363
7.0,9.0,2.0,3.0,0.1111111111111111,0.5555555555555556,3959426.0,3954096.0,3138912.0,0.7927694569869471,0.7938380858734841,"(0.75, 0.8]",-0.0010686288865370264
