id,constr_count,rho_a,rho_b,a_accepts,b_accepts,both_accept,p_a,p_b,p_ap_b,strat
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,10,0.8888888888888888,0.2222222222222222,29,800,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,10,0.1111111111111111,0.8888888888888888,800,37,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,7,0.6666666666666666,1.0,679,1,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,14,0.1111111111111111,0.1111111111111111,270,192,24,0.08888888888888889,0.125,0.011111111111111112,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,9,0.3333333333333333,1.0,935,1,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,5,1.0,1.0,1,1,0,0.0,0.0,0.0,Constrained Random
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,4,0.4444444444444444,0.3333333333333333,3104,3585,1579,0.5086984536082474,0.4404463040446304,0.22405435376497146,Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,3,1.0,0.1111111111111111,1,4320,0,0.0,0.0,0.0,Constrained Enumeration
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,5,0.2222222222222222,0.1111111111111111,2870,2880,1142,0.3979094076655052,0.39652777777777776,0.15778213317847462,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,7,0.8888888888888888,0.3333333333333333,61,1918,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,7,0.1111111111111111,0.1111111111111111,1728,1920,576,0.3333333333333333,0.3,0.09999999999999999,Constrained Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,12,0.5555555555555556,0.2222222222222222,375,512,3,0.008,0.005859375,4.6875e-05,Constrained Random
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,0,0.7777777777777777,1.0,993,1,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,6,0.1111111111111111,0.3333333333333333,2304,2396,956,0.4149305555555556,0.3989983305509182,0.1655565989612317,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,12,0.3333333333333333,1.0,475,1,0,0.0,0.0,0.0,Random
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,3,0.1111111111111111,0.1111111111111111,4320,4320,2400,0.5555555555555556,0.5555555555555556,0.308641975308642,Constrained Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,9,0.2222222222222222,0.6666666666666666,956,497,35,0.036610878661087864,0.07042253521126761,0.0025782308916259063,Random
/home/venteda/Documents/pyneg/results/11fef073-d57c-4a81-9b5d-8fe4e7c9631c,2,0.1111111111111111,0.1111111111111111,5398,5184,3598,0.6665431641348648,0.6940586419753086,0.4626200433173695,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,4,0.5555555555555556,0.6666666666666666,2412,1480,218,0.09038142620232173,0.1472972972972973,0.013312939805477118,Constrained Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,11,0.6666666666666666,0.1111111111111111,292,640,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/be939442-842b-4469-8fb4-657c442077d4,10,1.0,0.6666666666666666,1,413,0,0.0,0.0,0.0,Enumeration
/home/venteda/Documents/pyneg/results/1c35a17b-6c54-4844-9a70-f79f6e17bde9,0,0.6666666666666666,0.5555555555555556,2868,5561,2221,0.7744072524407253,0.39938859917281067,0.3092894277415664,Constrained Enumeration
